scenario,true_fcr,proxy_fcr,repeat_30d,repeat_31_60d,churn,aht,burnout,compliance,strain,rep_id,condition,call_id
clean,0.6045,0.8944,0.0711,0.0865,0.0841,601.3,0.2476,0.2573,0.5752,REP-0241,high_pressure,HIGH_PRESSURE-02241
loyalty_offer_missed,0.0707,0.9381,0.2761,0.8857,0.2113,627.1,0.5708,0.3928,0.7321,REP-0242,high_pressure,HIGH_PRESSURE-02242
gamed_metric,0.1095,0.8952,0.1466,0.7404,0.1461,672.7,0.7319,0.3725,0.7566,REP-0243,high_pressure,HIGH_PRESSURE-02243
gamed_metric,0.1256,0.9216,0.2123,0.6605,0.1615,623.7,0.363,0.2912,0.7852,REP-0244,high_pressure,HIGH_PRESSURE-02244
unresolvable_clean,0.0481,0.5579,0.3862,0.435,0.1289,650.2,0.5083,0.3806,0.7149,REP-0245,high_pressure,HIGH_PRESSURE-02245
gamed_metric,0.0941,0.9006,0.1499,0.6949,0.141,575.1,0.2768,0.3661,0.7274,REP-0246,high_pressure,HIGH_PRESSURE-02246
clean,0.514,0.9911,0.1343,0.0616,0.0835,655.1,0.5738,0.4272,0.7089,REP-0247,high_pressure,HIGH_PRESSURE-02247
gamed_metric,0.0577,0.9431,0.1344,0.6672,0.1345,627.7,0.4865,0.3476,0.7352,REP-0248,high_pressure,HIGH_PRESSURE-02248
fraud_line_add,0.1368,0.8902,0.3341,0.5937,0.1423,593.5,0.2438,0.2851,0.8121,REP-0249,high_pressure,HIGH_PRESSURE-02249
fraud_store_promo,0.0967,0.908,0.3878,0.6023,0.1876,614.5,0.5057,0.2385,0.7355,REP-0250,high_pressure,HIGH_PRESSURE-02250
gamed_metric,0.0983,0.9142,0.1923,0.7231,0.136,637.3,0.438,0.3773,0.7095,REP-0001,high_pressure,HIGH_PRESSURE-02251
gamed_metric,0.1203,0.9071,0.1949,0.7466,0.1213,557.2,0.3811,0.2682,0.6849,REP-0002,high_pressure,HIGH_PRESSURE-02252
loyalty_offer_missed,0.1672,0.9195,0.198,0.9185,0.2418,643.9,0.6077,0.3453,0.7666,REP-0003,high_pressure,HIGH_PRESSURE-02253
clean,0.4899,0.9849,0.0517,0.0947,0.0914,623.2,0.5345,0.433,0.7968,REP-0004,high_pressure,HIGH_PRESSURE-02254
clean,0.5295,0.9395,0.0535,0.1015,0.0535,735.5,0.6626,0.4381,0.6921,REP-0005,high_pressure,HIGH_PRESSURE-02255
fraud_store_promo,0.2051,0.8843,0.3673,0.6356,0.1721,599.9,0.3615,0.2777,0.7382,REP-0006,high_pressure,HIGH_PRESSURE-02256
loyalty_offer_missed,0.0857,0.995,0.1853,0.9717,0.2276,631.7,0.4977,0.386,0.7693,REP-0007,high_pressure,HIGH_PRESSURE-02257
clean,0.6229,0.9483,0.0773,0.0631,0.0796,638.5,0.5435,0.456,0.7189,REP-0008,high_pressure,HIGH_PRESSURE-02258
fraud_line_add,0.143,0.8543,0.3296,0.5688,0.1613,598.6,0.5871,0.2557,0.7256,REP-0009,high_pressure,HIGH_PRESSURE-02259
fraud_line_add,0.1354,0.8766,0.3388,0.6024,0.173,593.8,0.5117,0.3507,0.6598,REP-0010,high_pressure,HIGH_PRESSURE-02260
loyalty_offer_missed,0.0452,0.9864,0.2396,0.9079,0.2195,582.1,0.5281,0.3082,0.6538,REP-0011,high_pressure,HIGH_PRESSURE-02261
fraud_store_promo,0.1544,0.8993,0.3738,0.6508,0.1355,632.8,0.4486,0.2987,0.6802,REP-0012,high_pressure,HIGH_PRESSURE-02262
fraud_store_promo,0.22,0.8695,0.3884,0.5639,0.145,600.1,0.2625,0.2089,0.663,REP-0013,high_pressure,HIGH_PRESSURE-02263
gamed_metric,0.1318,0.9166,0.1164,0.6735,0.1567,640.3,0.4749,0.3564,0.7578,REP-0014,high_pressure,HIGH_PRESSURE-02264
gamed_metric,0.0657,0.9663,0.1922,0.7229,0.1357,603.1,0.3106,0.312,0.7443,REP-0015,high_pressure,HIGH_PRESSURE-02265
gamed_metric,0.1015,0.8953,0.1555,0.7345,0.1264,638.9,0.4579,0.4228,0.6971,REP-0016,high_pressure,HIGH_PRESSURE-02266
loyalty_offer_missed,0.1296,1.0,0.2312,0.9928,0.2243,618.7,0.5203,0.4053,0.6776,REP-0017,high_pressure,HIGH_PRESSURE-02267
clean,0.6371,0.9809,0.0534,0.132,0.0789,588.8,0.387,0.2221,0.7713,REP-0018,high_pressure,HIGH_PRESSURE-02268
loyalty_offer_missed,0.1289,0.9419,0.2063,0.9271,0.2119,644.6,0.6046,0.4147,0.823,REP-0019,high_pressure,HIGH_PRESSURE-02269
gamed_metric,0.1037,0.8864,0.1505,0.6899,0.1174,637.0,0.5342,0.5036,0.6548,REP-0020,high_pressure,HIGH_PRESSURE-02270
loyalty_offer_missed,0.1164,0.9228,0.2838,0.9115,0.2591,641.5,0.5832,0.5444,0.7224,REP-0021,high_pressure,HIGH_PRESSURE-02271
gamed_metric,0.0764,0.9201,0.1409,0.7709,0.1593,632.7,0.5854,0.4288,0.7261,REP-0022,high_pressure,HIGH_PRESSURE-02272
fraud_store_promo,0.146,0.8869,0.3562,0.5973,0.1917,655.0,0.559,0.4388,0.7271,REP-0023,high_pressure,HIGH_PRESSURE-02273
gamed_metric,0.0984,0.8982,0.1389,0.7537,0.1342,606.2,0.3285,0.1881,0.6404,REP-0024,high_pressure,HIGH_PRESSURE-02274
fraud_hic_exchange,0.0808,0.9223,0.369,0.745,0.1743,642.4,0.629,0.4233,0.654,REP-0025,high_pressure,HIGH_PRESSURE-02275
gamed_metric,0.174,0.9702,0.1917,0.7286,0.1349,588.1,0.3465,0.3024,0.7092,REP-0026,high_pressure,HIGH_PRESSURE-02276
loyalty_offer_missed,0.0936,0.92,0.2231,0.8929,0.2134,607.9,0.4906,0.3384,0.7564,REP-0027,high_pressure,HIGH_PRESSURE-02277
fraud_line_add,0.1361,0.8439,0.3484,0.5255,0.1843,665.8,0.7839,0.4982,0.7651,REP-0028,high_pressure,HIGH_PRESSURE-02278
clean,0.6474,0.9031,0.0383,0.0689,0.0679,633.9,0.3449,0.319,0.6791,REP-0029,high_pressure,HIGH_PRESSURE-02279
clean,0.4738,0.9282,0.0701,0.0078,0.0629,640.4,0.6826,0.5015,0.7207,REP-0030,high_pressure,HIGH_PRESSURE-02280
loyalty_offer_missed,0.0823,0.9785,0.2064,0.933,0.222,623.4,0.5905,0.493,0.6813,REP-0031,high_pressure,HIGH_PRESSURE-02281
clean,0.5537,0.9049,0.1343,0.0512,0.0505,593.2,0.5358,0.4454,0.7787,REP-0032,high_pressure,HIGH_PRESSURE-02282
loyalty_offer_missed,0.1009,1.0,0.2361,0.8995,0.2326,641.4,0.5984,0.4588,0.7711,REP-0033,high_pressure,HIGH_PRESSURE-02283
loyalty_offer_missed,0.0662,0.9728,0.2226,0.9033,0.2623,582.3,0.3873,0.2868,0.7896,REP-0034,high_pressure,HIGH_PRESSURE-02284
loyalty_offer_missed,0.077,0.9369,0.237,0.9041,0.2136,651.5,0.4477,0.4142,0.6893,REP-0035,high_pressure,HIGH_PRESSURE-02285
clean,0.5508,0.8956,0.0966,0.1101,0.0687,648.1,0.4985,0.4543,0.7133,REP-0036,high_pressure,HIGH_PRESSURE-02286
gamed_metric,0.1023,0.9983,0.1695,0.6933,0.122,616.3,0.4722,0.3325,0.7109,REP-0037,high_pressure,HIGH_PRESSURE-02287
fraud_store_promo,0.118,0.8941,0.3701,0.6932,0.1464,582.3,0.5521,0.3323,0.6764,REP-0038,high_pressure,HIGH_PRESSURE-02288
unresolvable_clean,0.0746,0.5765,0.3888,0.3994,0.1224,596.4,0.4857,0.3028,0.8093,REP-0039,high_pressure,HIGH_PRESSURE-02289
gamed_metric,0.1108,0.9506,0.1934,0.681,0.1361,589.3,0.3451,0.274,0.7451,REP-0040,high_pressure,HIGH_PRESSURE-02290
fraud_line_add,0.072,0.8613,0.2851,0.5806,0.1833,655.4,0.5048,0.4663,0.7354,REP-0041,high_pressure,HIGH_PRESSURE-02291
clean,0.6061,0.9223,0.0963,0.0002,0.0522,586.9,0.4002,0.3132,0.675,REP-0042,high_pressure,HIGH_PRESSURE-02292
fraud_care_promo,0.2785,0.928,0.2856,0.5795,0.1551,619.9,0.398,0.4068,0.8342,REP-0043,high_pressure,HIGH_PRESSURE-02293
gamed_metric,0.1949,0.9973,0.2039,0.7023,0.1324,659.4,0.5725,0.4064,0.732,REP-0044,high_pressure,HIGH_PRESSURE-02294
loyalty_offer_missed,0.0,0.9514,0.1886,0.9353,0.2168,626.4,0.2949,0.2667,0.7009,REP-0045,high_pressure,HIGH_PRESSURE-02295
fraud_care_promo,0.1264,0.974,0.299,0.5828,0.1581,676.2,0.5341,0.3634,0.6781,REP-0046,high_pressure,HIGH_PRESSURE-02296
unresolvable_clean,0.0694,0.5928,0.4188,0.2871,0.1486,587.4,0.4445,0.3633,0.744,REP-0047,high_pressure,HIGH_PRESSURE-02297
fraud_store_promo,0.1601,0.9218,0.3938,0.5989,0.1732,610.6,0.457,0.3025,0.7373,REP-0048,high_pressure,HIGH_PRESSURE-02298
fraud_care_promo,0.2346,0.9608,0.2337,0.5304,0.1479,585.9,0.2666,0.3873,0.676,REP-0049,high_pressure,HIGH_PRESSURE-02299
loyalty_offer_missed,0.1449,0.9575,0.2164,0.9633,0.2144,605.6,0.4259,0.349,0.6836,REP-0050,high_pressure,HIGH_PRESSURE-02300
clean,0.7608,0.8914,0.0583,0.0522,0.0819,588.6,0.3085,0.3476,0.7376,REP-0051,high_pressure,HIGH_PRESSURE-02301
clean,0.5637,0.9692,0.0699,0.0492,0.0983,631.3,0.5195,0.4185,0.7803,REP-0052,high_pressure,HIGH_PRESSURE-02302
fraud_line_add,0.2267,0.9056,0.3476,0.6378,0.1845,609.9,0.3699,0.4321,0.7025,REP-0053,high_pressure,HIGH_PRESSURE-02303
fraud_store_promo,0.0865,0.9055,0.4195,0.6197,0.1381,583.1,0.3725,0.3788,0.6657,REP-0054,high_pressure,HIGH_PRESSURE-02304
fraud_line_add,0.1858,0.8562,0.3897,0.5913,0.2335,616.5,0.2806,0.3019,0.6918,REP-0055,high_pressure,HIGH_PRESSURE-02305
gamed_metric,0.1717,0.9497,0.185,0.7127,0.148,678.7,0.5838,0.5029,0.731,REP-0056,high_pressure,HIGH_PRESSURE-02306
unresolvable_clean,0.0309,0.5411,0.4367,0.4126,0.1166,641.9,0.5559,0.3747,0.6746,REP-0057,high_pressure,HIGH_PRESSURE-02307
gamed_metric,0.0642,0.9882,0.1915,0.7449,0.1539,596.5,0.3522,0.2878,0.6888,REP-0058,high_pressure,HIGH_PRESSURE-02308
gamed_metric,0.1114,0.9557,0.1511,0.6678,0.124,574.7,0.3211,0.3797,0.7336,REP-0059,high_pressure,HIGH_PRESSURE-02309
gamed_metric,0.0954,0.972,0.1224,0.682,0.1564,712.2,0.5804,0.5088,0.7054,REP-0060,high_pressure,HIGH_PRESSURE-02310
fraud_store_promo,0.1806,0.8872,0.388,0.632,0.1511,601.3,0.3624,0.3988,0.7001,REP-0061,high_pressure,HIGH_PRESSURE-02311
clean,0.7136,0.94,0.1192,0.0226,0.0572,645.9,0.4499,0.3378,0.7065,REP-0062,high_pressure,HIGH_PRESSURE-02312
fraud_line_add,0.0985,0.8983,0.3564,0.5712,0.1986,610.0,0.5868,0.4139,0.6654,REP-0063,high_pressure,HIGH_PRESSURE-02313
gamed_metric,0.2042,0.9254,0.1934,0.7331,0.1095,604.1,0.3452,0.3665,0.7384,REP-0064,high_pressure,HIGH_PRESSURE-02314
unresolvable_clean,0.031,0.5666,0.4363,0.3525,0.1326,649.7,0.5688,0.3749,0.699,REP-0065,high_pressure,HIGH_PRESSURE-02315
loyalty_offer_missed,0.0616,0.993,0.1849,0.8933,0.2366,639.4,0.5314,0.3517,0.7009,REP-0066,high_pressure,HIGH_PRESSURE-02316
loyalty_offer_missed,0.0741,0.956,0.2336,0.9921,0.242,602.4,0.5404,0.5097,0.8638,REP-0067,high_pressure,HIGH_PRESSURE-02317
loyalty_offer_missed,0.0715,0.9247,0.2114,0.8779,0.2274,625.2,0.5301,0.3141,0.7006,REP-0068,high_pressure,HIGH_PRESSURE-02318
fraud_store_promo,0.128,0.9093,0.3873,0.6097,0.1917,594.5,0.454,0.426,0.6817,REP-0069,high_pressure,HIGH_PRESSURE-02319
loyalty_offer_missed,0.1084,0.9632,0.2118,0.889,0.1782,590.5,0.456,0.2364,0.6975,REP-0070,high_pressure,HIGH_PRESSURE-02320
loyalty_offer_missed,0.0865,0.9726,0.2445,0.9374,0.2078,580.7,0.3784,0.4126,0.728,REP-0071,high_pressure,HIGH_PRESSURE-02321
clean,0.6024,0.9473,0.1075,0.0105,0.0794,624.9,0.555,0.3267,0.7714,REP-0072,high_pressure,HIGH_PRESSURE-02322
gamed_metric,0.0297,0.9398,0.1445,0.7402,0.1581,631.3,0.5915,0.5225,0.7103,REP-0073,high_pressure,HIGH_PRESSURE-02323
loyalty_offer_missed,0.1065,0.9262,0.254,0.8717,0.2061,638.8,0.4694,0.3302,0.7308,REP-0074,high_pressure,HIGH_PRESSURE-02324
gamed_metric,0.0647,0.9392,0.1702,0.7319,0.1554,585.9,0.3817,0.4031,0.7017,REP-0075,high_pressure,HIGH_PRESSURE-02325
loyalty_offer_missed,0.0445,0.9137,0.2872,0.9677,0.2417,637.9,0.5412,0.3451,0.743,REP-0076,high_pressure,HIGH_PRESSURE-02326
gamed_metric,0.0446,0.9654,0.1347,0.6939,0.166,632.3,0.4665,0.4294,0.6801,REP-0077,high_pressure,HIGH_PRESSURE-02327
fraud_line_add,0.0842,0.8372,0.3587,0.6126,0.2161,667.5,0.5716,0.4569,0.7231,REP-0078,high_pressure,HIGH_PRESSURE-02328
fraud_hic_exchange,0.0569,0.8757,0.449,0.6594,0.1935,614.7,0.432,0.3402,0.8043,REP-0079,high_pressure,HIGH_PRESSURE-02329
fraud_line_add,0.0819,0.8319,0.3733,0.6586,0.2375,660.1,0.4671,0.3427,0.7176,REP-0080,high_pressure,HIGH_PRESSURE-02330
fraud_care_promo,0.0713,0.8945,0.3072,0.5461,0.1804,586.2,0.5443,0.3608,0.7341,REP-0081,high_pressure,HIGH_PRESSURE-02331
fraud_line_add,0.0863,0.8337,0.3832,0.531,0.1894,654.8,0.5741,0.3903,0.7482,REP-0082,high_pressure,HIGH_PRESSURE-02332
unresolvable_clean,0.068,0.5873,0.407,0.4298,0.1369,651.5,0.5179,0.2953,0.6565,REP-0083,high_pressure,HIGH_PRESSURE-02333
fraud_hic_exchange,0.1241,0.9521,0.4518,0.6866,0.1554,676.7,0.5086,0.3557,0.749,REP-0084,high_pressure,HIGH_PRESSURE-02334
fraud_hic_exchange,0.0905,0.9449,0.3907,0.7008,0.1611,637.2,0.5033,0.3139,0.6021,REP-0085,high_pressure,HIGH_PRESSURE-02335
gamed_metric,0.0717,0.9371,0.1325,0.7055,0.1625,647.0,0.6118,0.3923,0.7946,REP-0086,high_pressure,HIGH_PRESSURE-02336
loyalty_offer_missed,0.1402,0.952,0.2251,0.9412,0.2205,593.0,0.3554,0.3478,0.686,REP-0087,high_pressure,HIGH_PRESSURE-02337
clean,0.5215,1.0,0.0378,0.012,0.0971,607.8,0.4645,0.3211,0.7735,REP-0088,high_pressure,HIGH_PRESSURE-02338
fraud_store_promo,0.109,0.8977,0.4067,0.6456,0.1448,620.0,0.4016,0.297,0.7057,REP-0089,high_pressure,HIGH_PRESSURE-02339
loyalty_offer_missed,0.0748,0.9663,0.2972,0.9092,0.2096,644.6,0.6058,0.5495,0.7395,REP-0090,high_pressure,HIGH_PRESSURE-02340
fraud_hic_exchange,0.0467,0.9164,0.4188,0.6515,0.162,649.6,0.5258,0.4621,0.7155,REP-0091,high_pressure,HIGH_PRESSURE-02341
gamed_metric,0.1244,0.9814,0.1695,0.724,0.1128,662.9,0.4618,0.346,0.6902,REP-0092,high_pressure,HIGH_PRESSURE-02342
loyalty_offer_missed,0.0601,0.9693,0.2881,0.9308,0.191,663.6,0.6132,0.5028,0.7499,REP-0093,high_pressure,HIGH_PRESSURE-02343
fraud_line_add,0.1314,0.872,0.3414,0.6331,0.1574,620.2,0.4055,0.3279,0.6765,REP-0094,high_pressure,HIGH_PRESSURE-02344
fraud_hic_exchange,0.2037,0.8849,0.4356,0.6803,0.1446,617.4,0.4624,0.3765,0.706,REP-0095,high_pressure,HIGH_PRESSURE-02345
clean,0.5926,0.9699,0.0967,0.0885,0.0724,576.6,0.4381,0.4073,0.7117,REP-0096,high_pressure,HIGH_PRESSURE-02346
fraud_line_add,0.0946,0.8643,0.3664,0.65,0.1905,607.6,0.4074,0.3251,0.7444,REP-0097,high_pressure,HIGH_PRESSURE-02347
fraud_store_promo,0.147,0.8883,0.3543,0.6486,0.1934,627.4,0.5033,0.4597,0.866,REP-0098,high_pressure,HIGH_PRESSURE-02348
fraud_hic_exchange,0.1695,0.8926,0.4457,0.716,0.169,613.2,0.4688,0.3365,0.7937,REP-0099,high_pressure,HIGH_PRESSURE-02349
clean,0.5692,0.9164,0.0808,0.0695,0.0833,572.8,0.4045,0.4332,0.7079,REP-0100,high_pressure,HIGH_PRESSURE-02350
loyalty_offer_missed,0.0615,0.9379,0.2489,0.9342,0.2056,676.6,0.6512,0.4022,0.7157,REP-0101,high_pressure,HIGH_PRESSURE-02351
fraud_line_add,0.1167,0.8555,0.3039,0.5434,0.1902,569.2,0.4331,0.4584,0.5758,REP-0102,high_pressure,HIGH_PRESSURE-02352
gamed_metric,0.1467,0.9265,0.218,0.7717,0.1507,578.1,0.3625,0.3718,0.7012,REP-0103,high_pressure,HIGH_PRESSURE-02353
fraud_hic_exchange,0.0579,0.8752,0.4711,0.5699,0.1735,629.2,0.386,0.3093,0.7706,REP-0104,high_pressure,HIGH_PRESSURE-02354
unresolvable_clean,0.0909,0.5509,0.3861,0.4853,0.1427,618.7,0.3391,0.3497,0.6618,REP-0105,high_pressure,HIGH_PRESSURE-02355
fraud_hic_exchange,0.0688,0.9146,0.4742,0.6711,0.1687,656.7,0.4841,0.4785,0.727,REP-0106,high_pressure,HIGH_PRESSURE-02356
loyalty_offer_missed,0.0933,0.9524,0.2013,0.8726,0.2558,654.6,0.5558,0.4367,0.7476,REP-0107,high_pressure,HIGH_PRESSURE-02357
gamed_metric,0.1296,0.9641,0.1727,0.7041,0.1721,636.2,0.4636,0.3437,0.872,REP-0108,high_pressure,HIGH_PRESSURE-02358
clean,0.5211,0.9371,0.0648,0.1617,0.0737,640.5,0.5208,0.4266,0.7311,REP-0109,high_pressure,HIGH_PRESSURE-02359
gamed_metric,0.1075,0.9172,0.165,0.7288,0.1886,649.7,0.4931,0.4999,0.7827,REP-0110,high_pressure,HIGH_PRESSURE-02360
fraud_line_add,0.1551,0.9175,0.3511,0.6178,0.1602,569.5,0.3158,0.3608,0.8178,REP-0111,high_pressure,HIGH_PRESSURE-02361
gamed_metric,0.1729,0.9415,0.1367,0.6882,0.1617,590.9,0.418,0.4411,0.7933,REP-0112,high_pressure,HIGH_PRESSURE-02362
fraud_store_promo,0.1566,0.8677,0.3998,0.6237,0.1781,629.9,0.5523,0.4776,0.7461,REP-0113,high_pressure,HIGH_PRESSURE-02363
unresolvable_clean,0.0249,0.5961,0.4087,0.4376,0.1391,693.0,0.5887,0.3532,0.7654,REP-0114,high_pressure,HIGH_PRESSURE-02364
loyalty_offer_missed,0.0103,0.9857,0.2515,0.8553,0.1816,605.8,0.4289,0.3881,0.746,REP-0115,high_pressure,HIGH_PRESSURE-02365
gamed_metric,0.1167,0.9422,0.1565,0.7497,0.185,603.2,0.5543,0.3118,0.7725,REP-0116,high_pressure,HIGH_PRESSURE-02366
loyalty_offer_missed,0.1221,0.9852,0.2136,0.869,0.2336,610.8,0.5723,0.3973,0.7965,REP-0117,high_pressure,HIGH_PRESSURE-02367
fraud_store_promo,0.1982,0.9213,0.362,0.6543,0.1181,660.8,0.5134,0.3548,0.7889,REP-0118,high_pressure,HIGH_PRESSURE-02368
gamed_metric,0.0837,0.9043,0.1696,0.6941,0.1492,607.3,0.4813,0.3473,0.6621,REP-0119,high_pressure,HIGH_PRESSURE-02369
clean,0.4466,0.9051,0.0444,0.0,0.0774,614.8,0.5393,0.3295,0.6312,REP-0120,high_pressure,HIGH_PRESSURE-02370
fraud_line_add,0.1382,0.8971,0.3032,0.6243,0.181,652.0,0.5007,0.4491,0.7051,REP-0121,high_pressure,HIGH_PRESSURE-02371
fraud_line_add,0.1401,0.8927,0.3305,0.5704,0.1937,673.6,0.5183,0.3699,0.7071,REP-0122,high_pressure,HIGH_PRESSURE-02372
fraud_line_add,0.0671,0.8934,0.3193,0.5736,0.2008,574.6,0.3354,0.3724,0.6983,REP-0123,high_pressure,HIGH_PRESSURE-02373
fraud_store_promo,0.149,0.8346,0.3634,0.59,0.166,625.6,0.4301,0.3978,0.6723,REP-0124,high_pressure,HIGH_PRESSURE-02374
clean,0.641,0.9591,0.1094,0.0767,0.0604,582.7,0.2587,0.3076,0.6819,REP-0125,high_pressure,HIGH_PRESSURE-02375
fraud_line_add,0.0594,0.8542,0.3952,0.5666,0.2178,598.3,0.3379,0.2768,0.6815,REP-0126,high_pressure,HIGH_PRESSURE-02376
unresolvable_clean,0.0436,0.5511,0.4101,0.3751,0.1451,649.7,0.4263,0.3586,0.785,REP-0127,high_pressure,HIGH_PRESSURE-02377
fraud_line_add,0.122,0.8715,0.383,0.554,0.1853,632.4,0.6131,0.5421,0.7013,REP-0128,high_pressure,HIGH_PRESSURE-02378
loyalty_offer_missed,0.1109,0.9522,0.247,0.9116,0.2124,628.5,0.3539,0.4033,0.6492,REP-0129,high_pressure,HIGH_PRESSURE-02379
loyalty_offer_missed,0.0452,0.9971,0.2203,0.9168,0.2242,618.7,0.5875,0.5664,0.8053,REP-0130,high_pressure,HIGH_PRESSURE-02380
fraud_hic_exchange,0.086,0.9208,0.4713,0.6581,0.1545,661.9,0.7699,0.494,0.77,REP-0131,high_pressure,HIGH_PRESSURE-02381
gamed_metric,0.2104,0.9369,0.171,0.7021,0.133,615.6,0.4648,0.4486,0.746,REP-0132,high_pressure,HIGH_PRESSURE-02382
fraud_store_promo,0.0936,0.9249,0.3855,0.6943,0.1599,627.3,0.3862,0.4425,0.6563,REP-0133,high_pressure,HIGH_PRESSURE-02383
loyalty_offer_missed,0.0528,0.9051,0.2091,0.9142,0.2279,634.3,0.4678,0.3379,0.7084,REP-0134,high_pressure,HIGH_PRESSURE-02384
fraud_line_add,0.1788,0.9236,0.3361,0.5256,0.1738,608.7,0.5047,0.3385,0.7482,REP-0135,high_pressure,HIGH_PRESSURE-02385
unresolvable_clean,0.0759,0.607,0.3905,0.4545,0.1412,640.6,0.4751,0.305,0.7164,REP-0136,high_pressure,HIGH_PRESSURE-02386
clean,0.5724,0.8796,0.0975,0.0897,0.1007,620.4,0.3779,0.2169,0.6958,REP-0137,high_pressure,HIGH_PRESSURE-02387
clean,0.6051,0.9022,0.1116,0.0515,0.051,634.8,0.5928,0.382,0.6685,REP-0138,high_pressure,HIGH_PRESSURE-02388
fraud_hic_exchange,0.0809,0.9197,0.4945,0.6674,0.107,645.2,0.6235,0.421,0.6873,REP-0139,high_pressure,HIGH_PRESSURE-02389
gamed_metric,0.1031,0.9053,0.188,0.6742,0.1295,635.8,0.4377,0.3547,0.7862,REP-0140,high_pressure,HIGH_PRESSURE-02390
gamed_metric,0.1165,0.9223,0.1046,0.7304,0.1122,597.7,0.582,0.435,0.7491,REP-0141,high_pressure,HIGH_PRESSURE-02391
gamed_metric,0.1044,0.9622,0.2015,0.7159,0.1726,561.1,0.3801,0.4261,0.7121,REP-0142,high_pressure,HIGH_PRESSURE-02392
gamed_metric,0.0991,0.9631,0.1463,0.713,0.1473,601.6,0.4516,0.4789,0.745,REP-0143,high_pressure,HIGH_PRESSURE-02393
fraud_care_promo,0.1643,0.9871,0.2953,0.5268,0.1391,590.2,0.2915,0.2797,0.7302,REP-0144,high_pressure,HIGH_PRESSURE-02394
gamed_metric,0.1062,0.9986,0.173,0.7571,0.1499,620.8,0.4329,0.3664,0.7885,REP-0145,high_pressure,HIGH_PRESSURE-02395
fraud_line_add,0.159,0.8462,0.3659,0.6111,0.1722,663.6,0.6332,0.5359,0.7864,REP-0146,high_pressure,HIGH_PRESSURE-02396
fraud_store_promo,0.1658,0.9069,0.3943,0.601,0.1845,583.9,0.3672,0.3804,0.7844,REP-0147,high_pressure,HIGH_PRESSURE-02397
clean,0.6777,0.9119,0.0834,0.0119,0.0548,622.3,0.5489,0.3376,0.8244,REP-0148,high_pressure,HIGH_PRESSURE-02398
gamed_metric,0.1514,0.9279,0.156,0.7311,0.134,593.5,0.462,0.3607,0.6763,REP-0149,high_pressure,HIGH_PRESSURE-02399
loyalty_offer_missed,0.072,0.9283,0.261,0.8216,0.2185,647.3,0.598,0.5047,0.742,REP-0150,high_pressure,HIGH_PRESSURE-02400
loyalty_offer_missed,0.0834,0.993,0.2159,0.8558,0.2105,657.3,0.3593,0.2661,0.7413,REP-0151,high_pressure,HIGH_PRESSURE-02401
fraud_hic_exchange,0.0856,0.9316,0.4309,0.5735,0.1913,584.9,0.1899,0.2635,0.7143,REP-0152,high_pressure,HIGH_PRESSURE-02402
unresolvable_clean,0.028,0.5934,0.3707,0.3143,0.1087,601.6,0.5113,0.48,0.718,REP-0153,high_pressure,HIGH_PRESSURE-02403
loyalty_offer_missed,0.0521,0.939,0.2634,0.9281,0.206,579.0,0.2707,0.4185,0.7541,REP-0154,high_pressure,HIGH_PRESSURE-02404
gamed_metric,0.1286,0.9585,0.1782,0.6678,0.1197,610.7,0.5027,0.406,0.7377,REP-0155,high_pressure,HIGH_PRESSURE-02405
loyalty_offer_missed,0.1321,0.9066,0.2399,0.8734,0.1933,601.2,0.5897,0.4683,0.6992,REP-0156,high_pressure,HIGH_PRESSURE-02406
fraud_store_promo,0.0805,0.9071,0.3714,0.6305,0.1686,613.6,0.3477,0.3513,0.6922,REP-0157,high_pressure,HIGH_PRESSURE-02407
clean,0.5404,0.8966,0.0492,0.0518,0.069,665.6,0.4947,0.3895,0.7131,REP-0158,high_pressure,HIGH_PRESSURE-02408
fraud_store_promo,0.1306,0.8917,0.3485,0.6309,0.1667,571.4,0.3488,0.3177,0.7107,REP-0159,high_pressure,HIGH_PRESSURE-02409
clean,0.5651,0.9,0.0885,0.0711,0.0533,647.1,0.4156,0.3858,0.7536,REP-0160,high_pressure,HIGH_PRESSURE-02410
fraud_care_promo,0.1757,0.9499,0.2616,0.6053,0.117,607.4,0.4883,0.4013,0.6772,REP-0161,high_pressure,HIGH_PRESSURE-02411
clean,0.6123,0.8504,0.0573,0.031,0.0735,576.8,0.3403,0.3704,0.7727,REP-0162,high_pressure,HIGH_PRESSURE-02412
gamed_metric,0.1138,0.9661,0.1892,0.6458,0.1694,628.8,0.4066,0.2769,0.7394,REP-0163,high_pressure,HIGH_PRESSURE-02413
gamed_metric,0.1241,0.9639,0.1238,0.7771,0.1491,598.7,0.2924,0.3987,0.8205,REP-0164,high_pressure,HIGH_PRESSURE-02414
unresolvable_clean,0.0666,0.5263,0.3815,0.4089,0.1385,615.2,0.4233,0.3693,0.7317,REP-0165,high_pressure,HIGH_PRESSURE-02415
gamed_metric,0.1403,0.9811,0.1889,0.7344,0.1506,599.6,0.4482,0.2831,0.7022,REP-0166,high_pressure,HIGH_PRESSURE-02416
gamed_metric,0.1459,0.9314,0.1709,0.7341,0.143,636.6,0.5448,0.3932,0.7719,REP-0167,high_pressure,HIGH_PRESSURE-02417
gamed_metric,0.1174,0.9609,0.1603,0.6309,0.1319,569.0,0.3243,0.3043,0.7353,REP-0168,high_pressure,HIGH_PRESSURE-02418
